antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'Associate Degree'}),frozenset({'AI_High'}),0.2001,0.3335,0.06706666666666666,0.33516575045810426,1.004994753997314,1.0,0.0003333166666666665,1.0025055124029065,0.006213189670577606,0.1437553586739068,0.0024992504997813094,0.2681326003664834,Associate Degree,AI_High
frozenset({'Bachelor’s Degree'}),frozenset({'AI_High'}),0.20486666666666667,0.3335,0.06656666666666666,0.3249267816465994,0.9742931983406278,1.0,-0.0017563666666666755,0.9873003133285129,-0.032117451373878475,0.1410908577080684,-0.012863043290923686,0.26226349077332467,Bachelor’s Degree,AI_High
frozenset({'Diversity_High'}),frozenset({'AI_High'}),0.24963333333333335,0.3335,0.08343333333333333,0.3342235278408332,1.002169498773113,1.0,0.00018061666666666087,1.001086742880064,0.002884992542288418,0.1669668467747315,0.001085563152037783,0.2921992201922806,Diversity_High,AI_High
frozenset({'Diversity_Low'}),frozenset({'AI_High'}),0.2488,0.3335,0.0822,0.33038585209003213,0.9906622251575176,1.0,-0.000774800000000006,0.9953493397358943,-0.012392152447146318,0.16436712657468505,-0.004672389962442446,0.28843130685461127,Diversity_Low,AI_High
frozenset({'Diversity_Med'}),frozenset({'AI_High'}),0.25316666666666665,0.3335,0.0847,0.3345622119815668,1.003185043422989,1.0,0.00026891666666666036,1.0015962603878115,0.004251190978991086,0.168736303871439,0.0015937164014505738,0.2942676127374101,Diversity_Med,AI_High
frozenset({'Diversity_VHigh'}),frozenset({'AI_High'}),0.2484,0.3335,0.08316666666666667,0.3348094471282877,1.0039263781957652,1.0,0.00032526666666665704,1.0019685293524307,0.005203595055997952,0.1667557813126587,0.0019646618578959903,0.2920923797360579,Diversity_VHigh,AI_High
frozenset({'Exp_Mid'}),frozenset({'AI_High'}),0.23866666666666667,0.3335,0.0803,0.33645251396648046,1.0088531153417704,1.0,0.000704666666666659,1.0044495895600927,0.011526390745736638,0.16325562483057737,0.0044298784193254935,0.28861606208069146,Exp_Mid,AI_High
frozenset({'AI_High'}),frozenset({'Exp_Senior'}),0.3335,0.4803,0.15883333333333333,0.4762618690654672,0.9915924819185242,1.0,-0.0013467166666666919,0.9922897900763359,-0.012561585238073856,0.24250597994808895,-0.007770119173624808,0.40347898089264755,AI_High,Exp_Senior
frozenset({'Exp_Senior'}),frozenset({'AI_High'}),0.4803,0.3335,0.15883333333333333,0.33069609271982786,0.9915924819185242,1.0,-0.0013467166666666919,0.9958107113231025,-0.016052904275794845,0.24250597994808895,-0.004206912648420342,0.40347898089264755,Exp_Senior,AI_High
frozenset({'Growth_Dec'}),frozenset({'AI_High'}),0.49546666666666667,0.3335,0.16643333333333332,0.3359122712594187,1.0072331971796662,1.0,0.0011951999999999796,1.003632458717455,0.01423345749588512,0.25120748641577784,0.0036193117170572765,0.4174813730110187,Growth_Dec,AI_High
frozenset({'AI_High'}),frozenset({'Growth_Dec'}),0.3335,0.49546666666666667,0.16643333333333332,0.49905047476261866,1.0072331971796662,1.0,0.0011951999999999796,1.0071540303272144,0.010774574276454972,0.25120748641577784,0.007103213720835076,0.4174813730110187,AI_High,Growth_Dec
frozenset({'AI_High'}),frozenset({'Growth_Inc'}),0.3335,0.5045333333333333,0.16706666666666667,0.5009495252373813,0.992896786279165,1.0,-0.0011951999999999796,0.9928187462447429,-0.01061973951783474,0.24899398877241793,-0.007233197179666175,0.41604030173074147,AI_High,Growth_Inc
frozenset({'Growth_Inc'}),frozenset({'AI_High'}),0.5045333333333333,0.3335,0.16706666666666667,0.33113107822410154,0.992896786279165,1.0,-0.0011951999999999796,0.996458316870802,-0.014233457495885117,0.24899398877241793,-0.0035542712316556347,0.41604030173074147,Growth_Inc,AI_High
frozenset({'High School'}),frozenset({'AI_High'}),0.19666666666666666,0.3335,0.0673,0.34220338983050846,1.0260971209310599,1.0,0.001711666666666667,1.0132311259984539,0.031659812692286356,0.14539824283450958,0.013058349333095944,0.2720012451401418,High School,AI_High
frozenset({'Master’s Degree'}),frozenset({'AI_High'}),0.20323333333333332,0.3335,0.068,0.3345907823519764,1.0032707117000792,1.0,0.00022168333333333345,1.001639265467094,0.0040915981503675414,0.14507182477599206,0.0016365826736330156,0.2692444166632446,Master’s Degree,AI_High
frozenset({'PhD'}),frozenset({'AI_High'}),0.19513333333333333,0.3335,0.06456666666666666,0.33088486504953873,0.9921585158906708,1.0,-0.0005103000000000052,0.996091651774317,-0.009724101203995722,0.13913230857635397,-0.003923683346528558,0.26224403172516914,PhD,AI_High
frozenset({'Remote_High'}),frozenset({'AI_High'}),0.24506666666666665,0.3335,0.08176666666666667,0.3336507072905332,1.0004518959236377,1.0,3.693333333333604e-05,1.000226168605838,0.0005983201244506297,0.16458668813741278,0.00022611746516606267,0.289414059292443,Remote_High,AI_High
frozenset({'Remote_Low'}),frozenset({'AI_High'}),0.2542,0.3335,0.0864,0.3398898505114084,1.019159971548451,1.0,0.001624300000000009,1.0096799761620978,0.025207520137461283,0.1723518850987433,0.00958717256025265,0.2994801576395123,Remote_Low,AI_High
frozenset({'Remote_Med'}),frozenset({'AI_High'}),0.25003333333333333,0.3335,0.08403333333333333,0.3360885215304626,1.007761683749513,1.0,0.0006472166666666584,1.0038988955823291,0.010269661771207507,0.1682349015682349,0.0038837532340023602,0.2940312672619829,Remote_Med,AI_High
frozenset({'Remote_VHigh'}),frozenset({'AI_High'}),0.2507,0.3335,0.0813,0.3242919824491424,0.9723897524711916,1.0,-0.0023084500000000036,0.9863727863046045,-0.0365107753800857,0.16166235832173392,-0.013815480196335475,0.2840350466968351,Remote_VHigh,AI_High
frozenset({'Risk_High'}),frozenset({'AI_High'}),0.40023333333333333,0.3335,0.13453333333333334,0.33613725326892646,1.0079078059038273,1.0,0.0010555166666666727,1.0039725881319783,0.013081359081554585,0.22452158433466848,0.003956869120669832,0.36976777705925085,Risk_High,AI_High
frozenset({'AI_High'}),frozenset({'Risk_High'}),0.3335,0.40023333333333333,0.13453333333333334,0.40339830084957523,1.0079078059038276,1.0,0.0010555166666666727,1.0053049924610487,0.011771587594619238,0.22452158433466848,0.005276998026302286,0.36976777705925085,AI_High,Risk_High
frozenset({'Risk_Low'}),frozenset({'AI_High'}),0.2974,0.3335,0.09893333333333333,0.3326608383770455,0.9974837732445142,1.0,-0.00024956666666667293,0.998742526032919,-0.003577497326792023,0.18597656494767842,-0.0012590571987314307,0.31465625626998206,Risk_Low,AI_High
frozenset({'Risk_Medium'}),frozenset({'AI_High'}),0.3023666666666667,0.3335,0.10003333333333334,0.3308345276154779,0.9920075790569052,1.0,-0.0008059499999999997,0.9960167215815484,-0.01141692911702785,0.1866874027993779,-0.003999208378877927,0.315392276301492,Risk_Medium,AI_High
frozenset({'Salary_High'}),frozenset({'AI_High'}),0.25676666666666664,0.3335,0.086,0.3349344411268337,1.004301172794104,1.0,0.00036831666666665985,1.0021568416943196,0.005762324893013971,0.17054468535166575,0.0021521997401855414,0.2964027527972999,Salary_High,AI_High
frozenset({'Salary_Low'}),frozenset({'AI_High'}),0.246,0.3335,0.0818,0.33252032520325203,0.9970624443875623,1.0,-0.0002410000000000051,0.9985322777101096,-0.0038922320093285187,0.1643560377737593,-0.0014698796650382399,0.28889884326129617,Salary_Low,AI_High
frozenset({'Salary_Med'}),frozenset({'AI_High'}),0.2513666666666667,0.3335,0.08243333333333333,0.32794059143349685,0.9833301092458676,1.0,-0.0013974500000000084,0.9917278018942383,-0.022143156797012013,0.1640682014197572,-0.008341198149292071,0.2875585016137999,Salary_Med,AI_High
frozenset({'Salary_VHigh'}),frozenset({'AI_High'}),0.24586666666666668,0.3335,0.08326666666666667,0.33866594360086766,1.015490085759723,1.0,0.001270133333333326,1.0078113981139811,0.020226931191346168,0.1678425048713297,0.007750853114580104,0.29417055300982914,Salary_VHigh,AI_High
frozenset({'Associate Degree'}),frozenset({'AI_Low'}),0.2001,0.33176666666666665,0.06636666666666667,0.3316674995835416,0.9997010938919167,1.0,-1.9843333333324775e-05,0.9998516201395813,-0.0003736514058969908,0.14257071249552453,-0.00014840188026897814,0.26585384423565706,Associate Degree,AI_Low
frozenset({'Bachelor’s Degree'}),frozenset({'AI_Low'}),0.20486666666666667,0.33176666666666665,0.0697,0.34022128213472175,1.0254836194154178,1.0,0.0017320688888888824,1.0128143197698314,0.03125305115123846,0.14927184466019416,0.01265219055428008,0.2751543464828135,Bachelor’s Degree,AI_Low
frozenset({'Diversity_High'}),frozenset({'AI_Low'}),0.24963333333333335,0.33176666666666665,0.08226666666666667,0.3295500066764588,0.9933186175317757,1.0,-0.0005533522222222198,0.9966937728208192,-0.008884408778388178,0.1648190196340323,-0.0033171945780533793,0.2887577221164872,Diversity_High,AI_Low
frozenset({'Diversity_Low'}),frozenset({'AI_Low'}),0.2488,0.33176666666666665,0.0831,0.33400321543408357,1.0067413305558632,1.0,0.0005564533333333316,1.0033581975457653,0.008913990056076048,0.16704636826588046,0.0033469578002946762,0.29224022923819115,Diversity_Low,AI_Low
frozenset({'Diversity_Med'}),frozenset({'AI_Low'}),0.25316666666666665,0.33176666666666665,0.08433333333333333,0.33311389071757735,1.004060757713988,1.0,0.00034107222222222455,1.0020201711089174,0.005415310846940082,0.16846450925556,0.0020160982454891507,0.29365430293941763,Diversity_Med,AI_Low
frozenset({'Diversity_VHigh'}),frozenset({'AI_Low'}),0.2484,0.33176666666666665,0.08206666666666666,0.33038110574342455,0.9958236885665365,1.0,-0.00034417333333333633,0.9979308216432865,-0.005548902375819362,0.16475941912601216,-0.002073468733339804,0.2888718549916761,Diversity_VHigh,AI_Low
frozenset({'Exp_Mid'}),frozenset({'AI_Low'}),0.23866666666666667,0.33176666666666665,0.07896666666666667,0.3308659217877095,0.9972850048860932,1.0,-0.00021497777777776395,0.9986538648855493,-0.003563073097140473,0.16067552902875748,-0.0013479496367892524,0.2844423048102619,Exp_Mid,AI_Low
frozenset({'Exp_Senior'}),frozenset({'AI_Low'}),0.4803,0.33176666666666665,0.15893333333333334,0.3309042959261573,0.9974006709318516,1.0,-0.0004141966666666441,0.9987111399232445,-0.004989608913265326,0.24333979789731552,-0.0012905233808191408,0.4049779190873628,Exp_Senior,AI_Low
frozenset({'AI_Low'}),frozenset({'Exp_Senior'}),0.33176666666666665,0.4803,0.15893333333333334,0.47905154224856833,0.9974006709318516,1.0,-0.0004141966666666441,0.9976034908389588,-0.0038848389734415342,0.24333979789731552,-0.002402266214030547,0.4049779190873628,AI_Low,Exp_Senior
frozenset({'Growth_Dec'}),frozenset({'AI_Low'}),0.49546666666666667,0.33176666666666665,0.16483333333333333,0.33268299246501615,1.0027619586004708,1.0,0.0004540088888888849,1.001373149174984,0.005459205595589493,0.24884259259259264,0.0013712662219027684,0.4147590587764647,Growth_Dec,AI_Low
frozenset({'AI_Low'}),frozenset({'Growth_Dec'}),0.33176666666666665,0.49546666666666667,0.16483333333333333,0.4968351250879132,1.0027619586004708,1.0,0.0004540088888888849,1.0027197018104368,0.004121840469638477,0.24884259259259264,0.002712325094965423,0.4147590587764647,AI_Low,Growth_Dec
frozenset({'Growth_Inc'}),frozenset({'AI_Low'}),0.5045333333333333,0.33176666666666665,0.16693333333333332,0.3308668076109937,0.9972876749050348,1.0,-0.0004540088888888849,0.9986551869404952,-0.005459205595589493,0.24938997061899307,-0.0013466240170693406,0.41701584126154023,Growth_Inc,AI_Low
frozenset({'AI_Low'}),frozenset({'Growth_Inc'}),0.33176666666666665,0.5045333333333333,0.16693333333333332,0.5031648749120868,0.9972876749050348,1.0,-0.0004540088888888849,0.9972456488035054,-0.004053490584261,0.24938997061899307,-0.0027619586004704855,0.41701584126154023,AI_Low,Growth_Inc
frozenset({'High School'}),frozenset({'AI_Low'}),0.19666666666666666,0.33176666666666665,0.0633,0.321864406779661,0.9701529391530022,1.0,-0.001947444444444446,0.9853978172123635,-0.03688450417310278,0.13609001003296545,-0.014818566199938633,0.2563305757398757,High School,AI_Low
frozenset({'Master’s Degree'}),frozenset({'AI_Low'}),0.20323333333333332,0.33176666666666665,0.0672,0.330654420206659,0.9966475038882519,1.0,-0.00022604555555555406,0.9983383076043454,-0.004204030968908832,0.14365113296280463,-0.0016644582132103953,0.26660320729010734,Master’s Degree,AI_Low
